userID	endDate	COALESCE(feature84,0)	COALESCE(feature88,0)
22600	2012-12-19	0	0
22600	2012-12-20	0	0
22600	2012-12-27	0	0
22600	2012-12-28	0	0
22700	2012-12-04	0	0
22700	2012-12-12	0	0
22700	2012-12-20	0	0
22800	2012-12-04	0	0
22800	2012-12-05	0	0
22800	2012-12-06	0	0
22800	2012-12-07	0	0
22800	2012-12-10	0	0
22800	2012-12-13	0	0
22800	2012-12-14	0	0
22900	2012-12-05	0	0
22900	2012-12-12	0	0
23000	2012-12-03	0	0
23200	2012-12-03	0	0
23200	2012-12-04	0	0
23200	2012-12-05	0	0
23200	2012-12-06	0	0
23200	2012-12-07	0	0
23200	2012-12-10	0	0
23200	2012-12-11	0	0
23200	2012-12-12	0	0
23200	2012-12-13	0	0
23200	2012-12-14	0	0
23200	2012-12-17	0	0
23200	2012-12-18	0	0
23200	2012-12-19	0	0
23200	2012-12-20	0	0
23400	2012-12-05	0	0
23400	2012-12-06	0	0
23400	2012-12-10	0	0
23400	2012-12-11	0	0
23400	2012-12-12	0	0
23400	2012-12-13	0	0
23400	2012-12-14	0	0
23400	2012-12-17	0	0
23600	2012-12-01	0	0
23600	2012-12-02	0	0
23600	2012-12-03	0	0
23600	2012-12-04	0	0
23600	2012-12-06	0	0
23600	2012-12-10	0	0
23600	2012-12-11	0	0
23600	2012-12-12	0	0
23600	2012-12-13	0	0
23600	2012-12-19	0	0
23800	2012-12-05	0	0
23800	2012-12-21	0	0
23900	2012-12-04	0	0
23900	2012-12-05	0	0
23900	2012-12-06	0	0
23900	2012-12-10	0	0
23900	2012-12-12	0	0
23900	2012-12-13	0	0
23900	2012-12-14	0	0
23900	2012-12-17	0	0
23900	2012-12-18	0	0
23900	2012-12-19	0	0
23900	2012-12-20	0	0
24300	2012-12-06	0	0
24300	2012-12-11	0	0
24300	2012-12-17	0	0
24300	2012-12-21	0	0
24500	2012-12-12	0	0
24500	2012-12-20	0	0
24700	2012-12-05	0	0
24700	2012-12-06	0	0
24700	2012-12-10	0	0
24900	2012-12-10	0	0
24900	2012-12-11	0	0
24900	2012-12-12	0	0
24900	2012-12-13	0	0
24900	2012-12-14	0	0
24900	2012-12-15	0	0
24900	2012-12-18	0	0
24900	2012-12-20	0	0
24900	2012-12-28	0	0
25100	2012-12-04	0	0
25100	2012-12-05	0	0
25100	2012-12-06	0	0
25100	2012-12-07	0	0
25100	2012-12-10	12	1
25100	2012-12-11	0	0
25100	2012-12-12	0	0
25100	2012-12-13	0	0
25100	2012-12-14	0	0
25100	2012-12-19	0	0
25200	2012-12-04	0	0
25200	2012-12-07	0	0
25200	2012-12-11	0	0
25300	2012-12-12	0	0
25300	2012-12-13	0	0
25400	2012-12-11	0	0
25500	2012-12-10	58	1
25500	2012-12-11	0	0
25600	2012-12-03	73	1
25600	2012-12-05	57	1
25600	2012-12-06	0	0
25600	2012-12-07	73	1
25600	2012-12-10	0	0
25600	2012-12-11	0	0
25600	2012-12-13	0	0
25600	2012-12-17	74	1
25700	2012-12-03	7	3
25700	2012-12-04	1	1
25700	2012-12-05	5	2
25700	2012-12-06	13	2
25700	2012-12-07	14	2
25700	2012-12-10	11	3
25700	2012-12-18	23	3
26100	2012-12-03	0	0
26100	2012-12-04	0	0
26100	2012-12-08	0	0
26100	2012-12-09	0	0
26100	2012-12-10	0	0
26100	2012-12-11	0	0
26100	2012-12-12	0	0
26100	2012-12-13	0	0
26100	2012-12-14	0	0
26100	2012-12-15	0	0
26100	2012-12-19	0	0
26100	2012-12-20	0	0
26100	2012-12-26	0	0
26200	2012-12-06	0	0
26300	2012-12-04	0	0
26300	2012-12-06	0	0
26400	2012-12-07	0	0
26400	2012-12-10	0	0
26400	2012-12-14	0	0
